"index"	"Unnamed: 0"	"Unnamed: 1"	"Unnamed: 2"	"区分"	"入札公告（現在募集中）"	"備考"	"落札情報（過去）"	"備考.1"
17	"陸上自衛隊"	"東北方面"		"糧食（R7）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou7-5.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou7-5.htm"	
18	"陸上自衛隊"	"東北方面"		"オープンカウンター"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter7.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter7.htm"	"会計隊別"
19	"陸上自衛隊"	"東北方面"		"物品（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-1.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-1.htm"	"備考欄に結果と記載あり"
20	"陸上自衛隊"	"東北方面"		"工事（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-2.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-2.htm"	"〃"
21	"陸上自衛隊"	"東北方面"		"役務（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-3.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-3.htm"	"〃"
22	"陸上自衛隊"	"東北方面"		"売払（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-4.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-4.htm"	"〃"
23	"陸上自衛隊"	"東北方面"		"糧食（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-5.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou6-5.htm"	"〃"
24	"陸上自衛隊"	"東北方面"		"オープンカウンター（R6）"	"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter6.htm"		"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter6.htm"	"〃"
25	"陸上自衛隊"	"東北方面"		"物品（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou5-1.htm"	"〃"
26	"陸上自衛隊"	"東北方面"		"工事（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou5-2.htm"	"〃"
27	"陸上自衛隊"	"東北方面"		"役務（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou5-3.htm"	"〃"
28	"陸上自衛隊"	"東北方面"		"売払（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou5-4.htm"	"〃"
29	"陸上自衛隊"	"東北方面"		"糧食（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou5-5.htm"	"〃"
30	"陸上自衛隊"	"東北方面"		"オープンカウンター（R5）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter5.htm"	"〃"
31	"陸上自衛隊"	"東北方面"		"物品（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou4-1.htm"	"〃"
32	"陸上自衛隊"	"東北方面"		"工事（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou4-2.htm"	"〃"
33	"陸上自衛隊"	"東北方面"		"役務（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou4-3.htm"	"〃"
34	"陸上自衛隊"	"東北方面"		"売払（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou4-4.htm"	"〃"
35	"陸上自衛隊"	"東北方面"		"糧食（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou4-5.htm"	"〃"
36	"陸上自衛隊"	"東北方面"		"オープンカウンター（R4）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/opencounter4.htm"	"〃"
37	"陸上自衛隊"	"東北方面"		"物品（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-1.htm"	"〃"
38	"陸上自衛隊"	"東北方面"		"工事（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-2.htm"	"〃"
39	"陸上自衛隊"	"東北方面"		"役務（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-3.htm"	"〃"
40	"陸上自衛隊"	"東北方面"		"売払（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-4.htm"	"〃"
41	"陸上自衛隊"	"東北方面"		"糧食（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-5.htm"	"〃"
42	"陸上自衛隊"	"東北方面"		"オープンカウンター（R3）"			"https://www.mod.go.jp/gsdf/neae/koukoku/fin/gaiyou3-4.htm"	"〃"
43	"陸上自衛隊"	"中部方面隊"	"会計隊"	"工事"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet002.htm"	"古いwebページの仕様。URLは全てhttps://www.mod.go.jp/gsdf/mae/mafin/k/k.htm で統一のように見えるが実際はタブにカーソルを合わせることで各ページのURLが表示される"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet016.htm"	"工事実績のみ"
44	"陸上自衛隊"	"中部方面隊"		"役務"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet003.htm"	"〃"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet013.htm#RANGE!A1"	
45	"陸上自衛隊"	"中部方面隊"		"物品"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet004.htm"	"〃"		
46	"陸上自衛隊"	"中部方面隊"		"糧食"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet004.htm"	"〃"		
47	"陸上自衛隊"	"中部方面隊"		"売払"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet006.htm"	"〃"		
48	"陸上自衛隊"	"中部方面隊"		"公募"	"https://www.mod.go.jp/gsdf/mae/mafin/k/k.files/sheet007.htm"	"〃"		
49	"陸上自衛隊"	"東部方面隊"	"会計隊"	"地域別"	"https://www.mod.go.jp/gsdf/eae/kaikei/eafin/nyusatsu_area.html"		"https://www.mod.go.jp/gsdf/eae/kaikei/eafin/28kensetsu_kouji.html"	
50	"陸上自衛隊"	"東部方面隊"		"業種別"	"https://www.mod.go.jp/gsdf/eae/kaikei/eafin/nyusatsu_gyousyu.html"	"地域と業種で分かれている"		
51	"陸上自衛隊"	"西部方面隊"	"会計隊"	"物品（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet001.htm"	"古いwebページの仕様。URLは全てhttps://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.htmで統一のように見えるが実際はタブにカーソルを合わせることで各ページのURLが表示される"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/jh/tekisei.files/sheet001.htm"	"競争入札公共工事（古いwebページの仕様。URLは全てhttps://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.htmで統一のように見えるが実際はタブにカーソルを合わせることで各ページのURLが表示される"
52	"陸上自衛隊"	"西部方面隊"		"工事（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet004.htm"	"〃"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/jh/tekisei.files/sheet002.htm"	"随意契約公共工事"
53	"陸上自衛隊"	"西部方面隊"		"糧食（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet002.htm"	"〃"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/jh/tekisei.files/sheet003.htm"	"競争入札物品・役務等"
54	"陸上自衛隊"	"西部方面隊"		"売払（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet003.htm"	"〃"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/jh/tekisei.files/sheet004.htm"	"随意契約物品・役務等"
55	"陸上自衛隊"	"西部方面隊"		"部外委託（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet005.htm"	"〃"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/jisseki.htm"	"建設工事発注実績(R6)"
56	"陸上自衛隊"	"西部方面隊"		"公募（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet006.htm"	"〃"		
57	"陸上自衛隊"	"西部方面隊"		"給食業務（R6）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R6ippan.files/sheet007.htm"	"〃"		
58	"陸上自衛隊"	"西部方面隊"		"物品（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet001.htm#RANGE!A1"	"〃"		
59	"陸上自衛隊"	"西部方面隊"		"工事（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet004.htm#RANGE!A1"	"〃"		
60	"陸上自衛隊"	"西部方面隊"		"糧食（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet002.htm#RANGE!A1"	"〃"		
61	"陸上自衛隊"	"西部方面隊"		"売払（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet003.htm#RANGE!A1"	"〃"		
62	"陸上自衛隊"	"西部方面隊"		"部外委託（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet005.htm#RANGE!A1"	"〃"		
63	"陸上自衛隊"	"西部方面隊"		"公募（R7）"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kou/R7ippan.files/sheet006.htm#RANGE!A1"	"〃"		
64	"陸上自衛隊"	"西部方面隊"		"給食業務（R7）"	"リンクなし"	"〃"		
65	"陸上自衛隊"	"西部方面隊"		"令和7年発注予定工事"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/wa-fin/kouji/R7yoteikouji.htm"	"所在県別（現在はほぼ該当なし）"		
66	"陸上自衛隊"	"西部方面隊"	"九州補給処"	"工事"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet001.htm#RANGE!A1"	"古いwebページの仕様。URLは全てhttps://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.htmで統一のように見えるが実際はタブにカーソルを合わせることで各ページのURLが表示される"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukyo_choutatu.htm"	
67	"陸上自衛隊"	"西部方面隊"		"物品"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet002.htm#RANGE!A1"	"〃"		
68	"陸上自衛隊"	"西部方面隊"		"糧食"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet003.htm#RANGE!A1"	"〃"		
69	"陸上自衛隊"	"西部方面隊"		"役務"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet004.htm#RANGE!A1"	"〃"		
70	"陸上自衛隊"	"西部方面隊"		"売払"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet005.htm#RANGE!A1"	"〃"		
71	"陸上自衛隊"	"西部方面隊"		"公募"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r6.files/sheet006.htm#RANGE!A1"	"〃"		
72	"陸上自衛隊"	"西部方面隊"		"令和7年度公募・入札公告"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/koukoku_r7.htm"			
73	"陸上自衛隊"	"西部方面隊"		"令和7年度政府調達"	"https://www.mod.go.jp/gsdf/wae/info/nyusatu/dep/seihu7.htm"	"Not Found"		
74	"陸上自衛隊"	"中央会計隊"		"工事"	"https://www.mod.go.jp/gsdf/dc/cfin/html/system.html"	"令和6年以降募集していないようですが、募集があればこちらに掲載されるかもしれません"	"https://www.mod.go.jp/gsdf/dc/cfin/html/system.html"	"令和５年度　建設工事発注実績"
75	"陸上自衛隊"	"中央輸送隊"			"https://www.mod.go.jp/gsdf/yokohama/hp2015/06bosyu/nyusatu/koukoku/nyusatsu.html"		"https://www.mod.go.jp/gsdf/yokohama/hp2015/06bosyu/nyusatu/tekiseika/kouhyou.html"	"月別"
76	"陸上自衛隊"	"教育訓練研究本部"		"一般競争入札公告"	"https://www.mod.go.jp/gsdf/tercom/proc1.html"		"https://www.mod.go.jp/gsdf/tercom/proc4.html"	
77	"陸上自衛隊"	"教育訓練研究本部"		"オープンカウンター方式"	"https://www.mod.go.jp/gsdf/tercom/proc3.html"			
78	"陸上自衛隊"	"幹部候補生学校"			"https://www.mod.go.jp/gsdf/ocsh/kaikei.html"	"「入札の公表（令和７年度）」以下に記載"	"https://www.mod.go.jp/gsdf/ocsh/kaikei.html"	"「公共調達の適正化」以下に記載"
79	"陸上自衛隊"	"幹部候補生学校"		"オープンカウンター方式"	"https://www.mod.go.jp/gsdf/ocsh/kaikei.html"	"「オープンカウンター方式(令和６年度）」以下に記載"	"https://www.mod.go.jp/gsdf/ocsh/kaikei.html"	"「入札の公表（令和６年度）」以下に記載"
80	"陸上自衛隊"	"富士学校"		"物品"	"https://www.mod.go.jp/gsdf/fsh/fin/koukokubuppin.htm"			
81	"陸上自衛隊"	"富士学校"		"役務等"	"https://www.mod.go.jp/gsdf/fsh/fin/koukokuekimu.htm"		"https://www.mod.go.jp/gsdf/fsh/fin/jouhoukouhyou.html"	"月別"
82	"陸上自衛隊"	"富士学校"		"売払"	"https://www.mod.go.jp/gsdf/fsh/fin/koukokuuriharai.htm"			
83	"陸上自衛隊"	"富士学校"		"公募"	"https://www.mod.go.jp/gsdf/fsh/fin/koubo.html"			
84	"陸上自衛隊"	"富士学校"		"糧食品"	"https://www.mod.go.jp/gsdf/fsh/fin/koukokuryousyoku.htm"			
85	"陸上自衛隊"	"富士学校"		"工　事"	"https://www.mod.go.jp/gsdf/fsh/fin/koukokukouji.htm"		"https://www.mod.go.jp/gsdf/fsh/fin/kouzi-zyouhoukoukai.html"	
86	"陸上自衛隊"	"高射学校"			"https://www.mod.go.jp/gsdf/aasch/aaspr-hp/sta-intro/draft/draft1.html"	"入札方式「※」はオープンカウンター"	"https://www.mod.go.jp/gsdf/aasch/aaspr-hp/sta-intro/draft/draft2.html"	
87	"陸上自衛隊"	"高射学校"		"工事"			"https://www.mod.go.jp/gsdf/aasch/aaspr-hp/sta-intro/draft/draft5.html"	
88	"陸上自衛隊"	"高射学校"		"公募等"	"https://www.mod.go.jp/gsdf/aasch/aaspr-hp/sta-intro/draft/draft6-1.html"			
89	"陸上自衛隊"	"航空学校"		"役務"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/ekimu/ekimurisuto.pdf"	"PDFです。トップページはhttps://www.mod.go.jp/gsdf/akeno/html/fin/fin.html"	"https://www.mod.go.jp/gsdf/akeno/html/fin/fin-koukai.html"	"月別"
90	"陸上自衛隊"	"航空学校"		"物品"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/buppinn/buppinnrisuto.pdf"	"〃"		
91	"陸上自衛隊"	"航空学校"		"オープンカウンター"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/o-punnkaunnta-/o-punnkaunnta-risuto.pdf"	"〃"		
92	"陸上自衛隊"	"航空学校"		"工事"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/kouji/koujirisuto.pdf"	"〃"	"https://www.mod.go.jp/gsdf/akeno/html/fin/fin-koujijisseki.html"	
93	"陸上自衛隊"	"航空学校"		"糧食"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/ryousyoku/ryousyokurisuto.pdf"	"〃"		
94	"陸上自衛隊"	"航空学校"		"売払"	"https://www.mod.go.jp/gsdf/akeno/img/img-fin/uriharai/uriharairisuto.pdf"	"〃"		
95	"陸上自衛隊"	"航空学校宇都宮校"			"https://www.mod.go.jp/gsdf/kitautunomiya/kaikei.htm#RANGE!A23"		"https://www.mod.go.jp/gsdf/kitautunomiya/kaikei.htm#RANGE!A73"	"月別"
96	"陸上自衛隊"	"航空学校宇都宮校"		"オープンカウンター"	"https://www.mod.go.jp/gsdf/kitautunomiya/kaikei.htm#RANGE!A37"			
97	"陸上自衛隊"	"航空学校宇都宮校"		"公募・公示"	"https://www.mod.go.jp/gsdf/kitautunomiya/kaikei.htm#RANGE!A51"			
98	"陸上自衛隊"	"航空学校宇都宮校"		"工事"			"https://www.mod.go.jp/gsdf/kitautunomiya/kaikei.htm#RANGE!A101"	"工事関連以下に記載"
99	"陸上自衛隊"	"施設学校"			"https://www.mod.go.jp/gsdf/eae/kaikei/eafin/nyusatsu_area.html"	"東方会計隊の入札一覧と同ページ"	"https://www.mod.go.jp/gsdf/shisetsu/es-hp/kaikei.html"	"「入札結果」に記載"
100	"陸上自衛隊"	"通信学校（久里浜駐屯地）"			"https://www.mod.go.jp/gsdf/sigsch/fin/index.html"		"https://www.mod.go.jp/gsdf/sigsch/fin/jiyouhou.htm"	
101	"陸上自衛隊"	"武器学校"			"https://www.mod.go.jp/gsdf/ord_sch/07_fin/Koukoku.html"		"https://www.mod.go.jp/gsdf/ord_sch/07_fin/Keiyaku_Joho.html"	
102	"陸上自衛隊"	"小平学校"			"HP見つからず"			
103	"陸上自衛隊"	"衛生学校"		"入 札 公 告"	"https://www.mod.go.jp/gsdf/mss/finance-PC.html"	"「◆令和６年度入札公告」に記載"	"https://www.mod.go.jp/gsdf/chotatsu/direct_control/eisei/H28eisei_nyusatu-kekka.html"	"「◆入札結果」に記載"
104	"陸上自衛隊"	"衛生学校"		"オープンカウンター方式"	"https://www.mod.go.jp/gsdf/mss/finance-PC.html"	"「◆令和６年度見積依頼（オープンカウンター方式）」に記載"		
105	"陸上自衛隊"	"衛生学校"		"年度発注工事予定"	"https://www.mod.go.jp/gsdf/mss/finance-PC.html"	"「◆年度発注工事予定」に記載"	"https://www.mod.go.jp/gsdf/mss/finance-PC.html"	"「◆契約に係る情報の公表」に記載"
106	"陸上自衛隊"	"補給統制本部"		"政府調達情報"	"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hsei/hseifu_list.html"		"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hzyo/hzyoho.htm"	"契約情報公表"
107	"陸上自衛隊"	"補給統制本部"		"入札情報"	"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hnyu/hnyu_list.html"		"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/13hk082.pdf"	"随意契約の常続的公示"
108	"陸上自衛隊"	"補給統制本部"		"公募情報"	"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hkou/hkou_list.html"		"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hhyo/hhyo_list.html"	"総合評価結果"
109	"陸上自衛隊"	"補給統制本部"		"オープンカウンター方式"	"https://www.mod.go.jp/gsdf/gmcc/raising/hoto/hoc/hoc_list.html"			
110	"陸上自衛隊"	"十条駐屯地"		"発注予定工事"	"https://www.mod.go.jp/gsdf/gmcc/raising/gyoumu/gkouji/gkouji.pdf"		"https://www.mod.go.jp/gsdf/gmcc/raising/gyoumu/gkss/gkss_list.html"	"一般競争参加資格確認結果書"
111	"陸上自衛隊"	"十条駐屯地"		"入札情報"	"https://www.mod.go.jp/gsdf/gmcc/raising/gyoumu/gnyu/gnyu_list.html"		"https://www.mod.go.jp/gsdf/gmcc/raising/gyoumu/gzyo/gzyoho.htm"	"契約情報公表"
112	"陸上自衛隊"	"十条駐屯地"		"オープンカウンター方式"	"https://www.mod.go.jp/gsdf/gmcc/raising/gyoumu/goc/goc_list.html"			
113	"陸上自衛隊"	"自衛隊中央病院"			"https://www.mod.go.jp/gsdf/chosp/fin/contents1.html"			
114	"陸上自衛隊"	"自衛隊中央病院"		"競争入札"			"https://www.mod.go.jp/gsdf/chosp/fin/contents2.html"	
115	"陸上自衛隊"	"自衛隊中央病院"		"随意契約"			"https://www.mod.go.jp/gsdf/chosp/fin/contents3.html"	
116	"統合幕僚監部"	"自衛隊中央病院"			"https://www.mod.go.jp/js/supply/announcement.html"			
117	"統合幕僚監部"	"自衛隊中央病院"		"物品・役務等（競争入札）"			"https://www.mod.go.jp/js/supply/sup_contract_goods.html"	
118	"統合幕僚監部"	"自衛隊中央病院"		"物品・役務等（随意契約）"			"https://www.mod.go.jp/js/supply/sup_contract_private.html"	
119	"海上自衛隊"	"函館基地隊"		"公募"	"https://www.mod.go.jp/msdf/bukei/d1/koubo_main_D1.html"		"https://www.mod.go.jp/msdf/bukei/d1/keiyakukeka_main_D1.html"	"○競争入札に係る情報の公表「公共工事」に記載（Excel）"
120	"海上自衛隊"	"函館基地隊"		"一般競争"	"https://www.mod.go.jp/msdf/bukei/d0/nyusatsu.html"		"https://www.mod.go.jp/msdf/bukei/d1/kg_jiseki.html"	"競争入札令和３年度、４年度建設工事入札結果"
121	"海上自衛隊"	"函館基地隊"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/d1/nyusatsu_s.html"		"http://www-up.mod.go.jp/msdf/bukei/d1/kk_jiseki.html"	"令和３年度、４年度建設・コンサルタント業務入札結果（対象なし）"
122	"海上自衛隊"	"函館基地隊"					"https://www.mod.go.jp/msdf/bukei/d1/keiyakukeka_main_D1.html"	"○競争入札に係る情報の公表「物品役務等」に記載（Excel）"
123	"海上自衛隊"	"函館基地隊"					"https://www.mod.go.jp/msdf/bukei/d1/keiyakukeka_main_D1.html"	"○随意契約に係る情報の公表「公共工事」に記載（Excel）"
124	"海上自衛隊"	"函館基地隊"					"https://www.mod.go.jp/msdf/bukei/d1/keiyakukeka_main_D1.html"	"○競争入札に係る情報の公表「物品役務等」に記載（Excel）"
125	"海上自衛隊"	"稚内基地分遣隊"		"公募"	"https://www.mod.go.jp/msdf/bukei/dw/koubo_main_DW.html"		"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka_main_DW.html"	"○競争入札に係る情報の公表「公共工事」に記載（Excel）"
126	"海上自衛隊"	"稚内基地分遣隊"					"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka/kk_jiseki.html"	"平成２８年度建設工事入札結果"
127	"海上自衛隊"	"稚内基地分遣隊"					"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka/kg_jiseki.html"	"平成２８年度建設・コンサルタント業務入札結果"
128	"海上自衛隊"	"稚内基地分遣隊"		"一般競争"	"https://www.mod.go.jp/msdf/bukei/dw/nyusatsu.html"		"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka_main_DW.html"	"○競争入札に係る情報の公表「物品役務等」に記載（Excel）"
129	"海上自衛隊"	"稚内基地分遣隊"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/dw/nyusatsu_s.html"		"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka_main_DW.html"	"○随意契約に係る情報の公表「公共工事」に記載（Excel）"
130	"海上自衛隊"	"稚内基地分遣隊"					"https://www.mod.go.jp/msdf/bukei/dw/keiyakukeka_main_DW.html"	"○随意契約に係る情報の公表「物品役務等」に記載（Excel）"
131	"海上自衛隊"	"余市防備隊本部"		"公募"	"https://www.mod.go.jp/msdf/bukei/dy/koubo_main_DY.html"		"https://www.mod.go.jp/msdf/bukei/dy/keiyakukeka_main_DY.html"	"○競争入札に係る情報の公表「公共工事」に記載（Excel）"
132	"海上自衛隊"	"余市防備隊本部"		"一般競争"	"https://www.mod.go.jp/msdf/bukei/dy/nyusatsu.html"		"https://www.mod.go.jp/msdf/bukei/dy/keiyakukeka/kk_jiseki.html"	"令和６年度建設工事入札結果"
133	"海上自衛隊"	"余市防備隊本部"		"一般競争（政府調達）"	"https://www.mod.go.jp/msdf/bukei/dy/nyusatsu_s.html"		"https://www.mod.go.jp/msdf/bukei/dy/keiyakukeka/kg_jiseki.html"	"令和６年度建設・コンサルタント業務入札結果"
